country,variety,points
France,Pinot Noir,89
France,Pinot Noir,89
France,Bordeaux-style Red Blend,89
France,Aligoté,87
France,Pinot Noir,87
France,Pinot Noir,87
France,Bordeaux-style Red Blend,89
France,Pinot Noir,89
France,Bordeaux-style White Blend,89
France,Pinot Noir,89
France,Bordeaux-style Red Blend,89
France,Pinot Noir,89
France,Pinot Noir,89
France,Gewürztraminer,87
France,Pinot Noir,89
France,Gamay,89
France,Pinot Noir,89
France,Pinot Noir,87
France,Gamay,89
France,Gamay,89
France,Pinot Noir,89
France,Bordeaux-style Red Blend,89
France,Bordeaux-style Red Blend,89
France,Pinot Noir,88
France,Bordeaux-style White Blend,88
France,Pinot Noir,88
France,Bordeaux-style Red Blend,88
France,Sauvignon Blanc,87
France,Pinot Noir,88
France,Pinot Noir,88
France,Gamay,88
France,Gamay,88
France,Pinot Noir,88
France,Pinot Noir,88
France,Pinot Noir,88
France,Bordeaux-style Red Blend,88
France,Pinot Gris,86
France,White Blend,86
France,Pinot Noir,88
France,Pinot Noir,88
France,Bordeaux-style Red Blend,88
France,Bordeaux-style White Blend,88
France,Pinot Noir,88
France,Gamay,88
France,Pinot Noir,88
France,Pinot Noir,88
France,Bordeaux-style Red Blend,88
France,Pinot Noir,88
France,Gamay,88
France,Gamay,88
France,Pinot Noir,88
France,Pinot Noir,88
France,Pinot Noir,88
France,Pinot Noir,88
France,Pinot Noir,88
France,Bordeaux-style Red Blend,88
France,Pinot Noir,86
France,Pinot Blanc,86
France,Pinot Noir,86
France,Gamay,88
France,Pinot Noir,88
France,Bordeaux-style Red Blend,88
France,Bordeaux-style Red Blend,88
France,Gamay,87
France,Gamay,87
France,Pinot Noir,85
France,Pinot Noir,85
France,Chardonnay,85
France,Bordeaux-style White Blend,87
France,Gamay,87
France,Pinot Noir,87
France,Pinot Noir,85
France,Pinot Noir,85
France,Pinot Noir,85
France,Bordeaux-style Red Blend,87
France,Bordeaux-style White Blend,87
France,Gamay,87
France,Pinot Noir,87
France,Chardonnay,84
France,Gamay,87
France,Bordeaux-style White Blend,87
France,Bordeaux-style Red Blend,87
France,Bordeaux-style Red Blend,86
France,Gamay,86
France,Gamay,86
France,Gamay,86
France,Bordeaux-style White Blend,86
France,Pinot Noir,86
France,Pinot Noir,86
France,Bordeaux-style White Blend,86
France,Bordeaux-style White Blend,86
France,Gamay,86
France,Gamay,86
France,Gamay,86
France,Pinot Noir,86
France,Bordeaux-style Red Blend,85
France,Bordeaux-style Red Blend,85
France,Gamay,85
France,Bordeaux-style Red Blend,85
France,Bordeaux-style Red Blend,85
France,Bordeaux-style White Blend,85
France,Bordeaux-style Red Blend,85
France,Bordeaux-style Red Blend,98
France,Bordeaux-style Red Blend,96
France,Chardonnay,96
France,Bordeaux-style Red Blend,96
France,Chardonnay,95
France,Chardonnay,94
France,Pinot Noir,85
France,Bordeaux-style Red Blend,85
France,Bordeaux-style Red Blend,85
France,Pinot Noir,85
France,Chardonnay,94
France,Chardonnay,94
France,Bordeaux-style Red Blend,94
France,Bordeaux-style Red Blend,94
France,Chardonnay,94
France,Bordeaux-style Red Blend,93
France,Gamay,85
France,Bordeaux-style Red Blend,85
France,Bordeaux-style Red Blend,84
France,Gamay,84
France,Chardonnay,93
France,Chardonnay,93
France,Bordeaux-style Red Blend,93
France,Chardonnay,93
France,Chardonnay,93
France,Chardonnay,92
France,Gamay,84
France,Bordeaux-style Red Blend,84
France,Bordeaux-style Red Blend,84
France,Chardonnay,92
France,Chardonnay,92
France,Chardonnay,92
France,Gamay,84
France,Gamay,84
France,Bordeaux-style Red Blend,84
France,Bordeaux-style White Blend,83
France,Bordeaux-style Red Blend,92
France,Bordeaux-style Red Blend,92
France,Chardonnay,92
France,Chardonnay,92
France,Bordeaux-style White Blend,83
France,Bordeaux-style White Blend,82
France,Pinot Noir,82
France,Rosé,82
France,Bordeaux-style Red Blend,82
France,Pinot Noir,81
France,Chardonnay,92
France,Gamay,91
France,Chardonnay,91
France,Chardonnay,91
France,Bordeaux-style White Blend,98
France,Malbec,94
France,Sauvignon Blanc,93
France,Malbec,93
France,Chardonnay,91
France,Chardonnay,91
France,Chardonnay,91
France,Gamay,91
France,Chardonnay,91
France,Malbec,93
France,Sauvignon Blanc,93
France,Chenin Blanc,93
France,Bordeaux-style Red Blend,93
France,Bordeaux-style Red Blend,92
France,Chardonnay,90
France,Chardonnay,90
France,Chardonnay,90
France,Chardonnay,90
France,Sauvignon Blanc,92
France,Bordeaux-style Red Blend,91
France,Rhône-style Red Blend,91
France,Chardonnay,90
France,Bordeaux-style White Blend,90
France,Chardonnay,90
France,Chardonnay,90
France,Chardonnay,90
France,Bordeaux-style Red Blend,91
France,Malbec,91
France,Sauvignon Blanc,91
France,Sauvignon Blanc,91
France,Red Blend,91
France,Tannat-Cabernet,91
France,Petit Manseng,91
France,Chardonnay,89
France,Gamay,89
France,Chardonnay,89
France,Sauvignon Blanc,91
France,Bordeaux-style Red Blend,90
France,Red Blend,90
France,Petit Manseng,90
France,Chardonnay,89
France,Chardonnay,89
France,Gamay,90
France,Bordeaux-style White Blend,90
France,Bordeaux-style Red Blend,90
France,Sauvignon Blanc,90
France,Tannat,90
France,Malbec,90
France,Bordeaux-style Red Blend,90
France,Bordeaux-style Red Blend,90
France,Chardonnay,89
France,Chardonnay,89
France,Bordeaux-style Red Blend,90
France,Malbec,90
France,Bordeaux-style Red Blend,90
France,Sauvignon Blanc,90
France,Chardonnay,89
France,Sauvignon Blanc,90
France,Malbec,90
France,Petit Manseng,90
France,Cabernet Franc,90
France,Bordeaux-style White Blend,90
France,Tannat,90
France,Chardonnay,89
France,Chardonnay,88
France,Carignan,89
France,Rhône-style Red Blend,89
France,Red Blend,89
France,Bordeaux-style Red Blend,89
France,Rhône-style Red Blend,89
France,Sauvignon Blanc,89
France,Bordeaux-style Red Blend,89
France,White Blend,89
France,Bordeaux-style Red Blend,89
France,Rhône-style Red Blend,89
France,Rhône-style Red Blend,89
France,Gamay,88
France,Chardonnay,88
France,Malbec,89
France,Bordeaux-style Red Blend,89
France,Bordeaux-style Red Blend,89
France,Tannat,89
France,Bordeaux-style Red Blend,89
France,Chardonnay,88
France,Cabernet Franc,89
France,Chenin Blanc,89
France,Bordeaux-style Red Blend,89
France,Bordeaux-style Red Blend,89
France,Malbec,89
France,Bordeaux-style Red Blend,88
France,Malbec,88
France,Rhône-style Red Blend,88
France,Chardonnay,88
France,Gamay,88
France,Gamay,88
France,Bordeaux-style Red Blend,88
France,Nielluciu,88
France,Gros Manseng,88
France,Tannat,88
France,Bordeaux-style Red Blend,88
France,Red Blend,88
France,Chardonnay,88
France,Gamay,88
France,Bordeaux-style Red Blend,88
France,Petit Manseng,88
France,Bordeaux-style Red Blend,88
France,Malbec,88
France,Malbec,88
France,Chardonnay,87
France,Bordeaux-style Red Blend,88
France,Bordeaux-style Red Blend,88
France,Bordeaux-style Red Blend,88
France,Malbec,88
France,Bordeaux-style Red Blend,88
France,Bordeaux-style Red Blend,87
France,Bordeaux-style White Blend,87
France,Gamay,87
France,White Blend,87
France,Bordeaux-style White Blend,87
France,Bordeaux-style Red Blend,87
France,Gamay,87
France,Chardonnay,87
France,Gamay,87
France,Bordeaux-style Red Blend,87
France,Bordeaux-style Red Blend,87
France,Cabernet Franc,87
France,Bordeaux-style Red Blend,87
France,Bordeaux-style Red Blend,87
France,Chenin Blanc,87
France,Gamay,87
France,Chardonnay,87
France,Chardonnay,87
France,Bordeaux-style Red Blend,87
France,Bordeaux-style Red Blend,87
France,Malbec,87
France,Rhône-style Red Blend,87
France,Cabernet Franc,87
France,Chardonnay,87
France,Chardonnay,87
France,Rhône-style Red Blend,87
France,Bordeaux-style Red Blend,87
France,Bordeaux-style Red Blend,87
France,Bordeaux-style White Blend,87
France,Bordeaux-style Red Blend,86
France,Bordeaux-style White Blend,86
France,Malbec,86
France,Malbec,86
France,Vermentino,86
France,Malbec,86
France,Bordeaux-style Red Blend,86
France,Chardonnay,86
France,Bordeaux-style Red Blend,86
France,Malbec,86
France,Gamay,86
France,Chardonnay,86
France,Chardonnay,86
France,Rhône-style White Blend,86
France,White Blend,86
France,Bordeaux-style Red Blend,86
France,Bordeaux-style Red Blend,86
France,Gamay,86
France,Bordeaux-style Red Blend,85
France,Bordeaux-style Red Blend,85
France,Gamay,86
France,Chardonnay,86
France,Chardonnay,86
France,Red Blend,85
France,Rhône-style Red Blend,85
France,Chardonnay,86
France,Gamay,86
France,Gamay,86
France,Bordeaux-style Red Blend,85
France,Malbec,85
France,White Blend,85
France,Gamay,85
France,Bordeaux-style White Blend,85
France,Bordeaux-style Red Blend,85
France,Bordeaux-style White Blend,84
France,Bordeaux-style Red Blend,84
France,Gamay,86
France,Chardonnay,85
France,Bordeaux-style White Blend,85
France,Gamay,85
France,Gamay,85
France,Bordeaux-style Red Blend,84
France,Sauvignon Blanc,84
France,Bordeaux-style Red Blend,84
France,Rosé,84
France,Bordeaux-style Red Blend,84
France,Bordeaux-style Red Blend,84
France,Red Blend,84
France,Chardonnay,85
France,Gamay,85
France,Malbec,84
France,Bordeaux-style Red Blend,84
France,Bordeaux-style Red Blend,84
France,Bordeaux-style Red Blend,83
France,Gamay,83
France,Bordeaux-style Red Blend,83
France,Bordeaux-style Red Blend,83
France,Pinot Noir,83
France,Chardonnay,83
France,Malbec-Merlot,83
France,Bordeaux-style Red Blend,82
France,Bordeaux-style Red Blend,82
France,Bordeaux-style Red Blend,82
France,Chenin Blanc,82
France,Gamay,85
France,Chardonnay,85
France,Chardonnay,85
France,Gamay,85
France,Gamay,85
France,Gamay,85
France,Chardonnay,85
France,Gamay,85
France,Sauvignon Blanc,81
France,Bordeaux-style Red Blend,81
France,Chardonnay,100
France,Champagne Blend,99
France,Champagne Blend,98
France,Champagne Blend,97
France,Champagne Blend,97
France,Champagne Blend,97
France,Champagne Blend,97
France,Champagne Blend,96
France,Chardonnay,96
France,Gamay,85
France,Gamay,84
France,Chardonnay,84
France,Champagne Blend,96
France,Champagne Blend,95
France,Champagne Blend,95
France,Champagne Blend,95
France,Champagne Blend,95
France,Champagne Blend,95
France,Chardonnay,95
France,Champagne Blend,95
France,Chardonnay,95
France,Chardonnay,95
France,Chardonnay,84
France,Chardonnay,84
France,Champagne Blend,94
France,Champagne Blend,94
France,Champagne Blend,94
France,Champagne Blend,94
France,Gamay,84
France,Gamay,84
France,Gamay,84
France,Gamay,84
France,Chardonnay,84
France,Champagne Blend,94
France,Champagne Blend,94
France,Champagne Blend,94
France,Champagne Blend,94
France,Champagne Blend,94
France,Champagne Blend,94
France,Gamay,83
France,Champagne Blend,93
France,Champagne Blend,93
France,Champagne Blend,93
France,Champagne Blend,93
France,Champagne Blend,93
France,Champagne Blend,93
France,Champagne Blend,93
France,Chardonnay,93
France,Champagne Blend,93
France,Champagne Blend,92
France,Champagne Blend,92
France,Malbec,94
France,Champagne Blend,92
France,Champagne Blend,92
France,Champagne Blend,92
France,Champagne Blend,92
France,Champagne Blend,92
France,Petit Manseng,93
France,Red Blend,93
France,Malbec,93
France,Malbec,93
France,Chardonnay,92
France,Champagne Blend,92
France,Tannat,93
France,Tannat-Cabernet Franc,92
France,Tannat,92
France,Champagne Blend,92
France,Champagne Blend,92
France,Champagne Blend,92
France,Champagne Blend,92
France,Chardonnay,92
France,Champagne Blend,91
France,Chardonnay,91
France,Loin de l'Oeil,92
France,Malbec,92
France,Malbec,92
France,Tannat,92
France,Malbec,92
France,Mourvèdre,91
France,Tannat,91
France,Malbec,91
France,Malbec,91
France,Bordeaux-style Red Blend,91
France,Petit Manseng,91
France,Champagne Blend,91
France,Malbec,91
France,Malbec,91
France,Red Blend,91
France,Bordeaux-style Red Blend,90
France,Red Blend,90
France,Malbec,90
France,Champagne Blend,91
France,Chardonnay,91
France,Champagne Blend,91
France,Champagne Blend,91
France,Malbec,90
France,Malbec,90
France,Bordeaux-style Red Blend,90
France,Malbec,90
France,Champagne Blend,91
France,Chardonnay,91
France,Champagne Blend,91
France,Champagne Blend,91
France,Malbec,90
France,Rhône-style Red Blend,90
France,Red Blend,90
France,Petit Manseng,90
France,Tannat-Cabernet,90
France,Tannat,90
France,Sauvignon Blanc,88
France,Rosé,88
France,Chardonnay,88
France,Pinot Noir,88
France,Cabernet Franc,88
France,Sparkling Blend,88
France,Sauvignon Blanc,88
France,Rosé,88
France,Sauvignon Blanc,88
France,Rosé,88
France,Champagne Blend,91
France,Bordeaux-style Red Blend,91
France,Chardonnay,91
France,Chardonnay,91
France,Chardonnay,91
France,Chardonnay,91
France,Champagne Blend,91
France,Pinot Noir,91
France,Melon,89
France,Jacquère,89
France,Melon,89
France,Pinot Noir,89
France,Melon,89
France,Melon,89
France,Sauvignon Blanc,91
France,Champagne Blend,91
France,Chardonnay,87
France,Chardonnay,87
France,Bordeaux-style White Blend,87
France,Bordeaux-style Red Blend,87
France,Bordeaux-style Red Blend,87
France,Gamay,87
France,Gamay,87
France,Bordeaux-style Red Blend,87
France,Chardonnay,87
France,Bordeaux-style Red Blend,87
France,Pinot Noir,89
France,Rhône-style Red Blend,89
France,Rhône-style Red Blend,89
France,Chardonnay,89
France,Chardonnay,89
France,Pinot Noir,89
France,Pinot Noir,89
France,Chardonnay,89
France,Rhône-style Red Blend,84
France,White Blend,84
France,Pinot Blanc,84
France,Pinot Blanc,84
France,Gewürztraminer,84
France,Champagne Blend,88
France,Champagne Blend,88
France,Champagne Blend,88
France,Gamay,85
France,Rosé,85
France,Gamay,85
France,Gamay,85
France,Chardonnay,85
France,Chardonnay,84
France,Gamay,84
France,Gamay,84
France,Champagne Blend,88
France,Champagne Blend,88
France,Chardonnay,88
France,Malbec,87
France,Chardonnay,87
France,Chardonnay,87
France,Sauvignon Blanc,88
France,Bordeaux-style Red Blend,88
France,Rosé,88
France,Gamay,84
France,Rosé,84
France,Chardonnay,84
France,Rosé,84
France,Gamay,84
France,Sparkling Blend,84
France,Gamay,84
France,Gamay,84
France,Gamay,84
France,Gros and Petit Manseng,91
France,Tannat-Cabernet,91
France,Petit Manseng,91
France,Sauvignon Blanc,91
France,Sauvignon Blanc,90
France,Gamay,89
France,Chardonnay,91
France,Champagne Blend,91
France,Champagne Blend,91
France,Champagne Blend,91
France,Chardonnay,89
France,Chardonnay,89
France,Chardonnay,89
France,Pinot Blanc,89
France,Syrah,89
France,Pinot Noir,89
France,Sparkling Blend,84
France,Pinot Gris,84
France,Pinot Gris,84
France,Pinot Noir,84
France,White Blend,83
France,Red Blend,83
France,Rosé,83
France,Bordeaux-style White Blend,88
France,Bordeaux-style White Blend,88
France,Bordeaux-style Red Blend,88
France,Bordeaux-style White Blend,88
France,Bordeaux-style Red Blend,88
France,Chardonnay,89
France,Pinot Noir,89
France,Rhône-style White Blend,89
France,Pinot Noir,89
France,Pinot Noir,89
France,Rhône-style Red Blend,89
France,Rhône-style White Blend,89
France,Champagne Blend,87
France,Gamay,87
France,Malbec-Merlot,87
France,Red Blend,87
France,Sauvignon Blanc,87
France,Sauvignon Blanc,87
France,Sauvignon Blanc,87
France,Sauvignon Blanc,87
France,Chardonnay,91
France,Chardonnay,91
France,Chardonnay,91
France,Chardonnay,91
France,Melon,89
France,Chardonnay,84
France,Gamay,84
France,Chardonnay,84
France,Gamay,84
France,Rosé,84
France,Gamay,84
France,Chardonnay,84
France,Gamay,84
France,Rosé,84
France,Gamay,84
France,Pinot Noir,90
France,Pinot Noir,90
France,Champagne Blend,90
France,Champagne Blend,90
France,Chardonnay,90
France,Champagne Blend,90
France,Champagne Blend,90
France,Malbec,90
France,Malbec,90
France,Chenin Blanc,90
France,Champagne Blend,90
France,Sparkling Blend,82
France,Riesling,82
France,Bordeaux-style White Blend,88
France,Chardonnay,88
France,Pinot Noir,87
France,Sauvignon Blanc,87
France,Chardonnay,91
France,Melon,89
France,Melon,89
France,Sauvignon Blanc,89
France,Sauvignon Blanc,89
France,Melon,89
France,Bordeaux-style Red Blend,87
France,Bordeaux-style Red Blend,87
France,Bordeaux-style Red Blend,87
France,Pinot Noir,86
France,Bordeaux-style Red Blend,86
France,Malbec-Merlot,86
France,Pinot Noir,89
France,Chardonnay,89
France,Pinot Noir,89
France,Chardonnay,89
France,Pinot Noir,89
France,Pinot Noir,89
France,Chardonnay,89
France,Chardonnay,90
France,Champagne Blend,83
France,Chardonnay,83
France,Gamay,83
France,Champagne Blend,90
France,Champagne Blend,90
France,Chardonnay,90
France,Chardonnay,90
France,Sparkling Blend,90
France,Chardonnay,90
France,Chardonnay,90
France,Red Blend,82
France,Chardonnay,88
France,Bordeaux-style Red Blend,87
France,Champagne Blend,87
France,Pinot Noir,87
France,Pinot Noir,87
France,Sauvignon Blanc,87
France,Sauvignon Blanc,87
France,Rosé,87
France,Chardonnay,87
France,Sauvignon Blanc,87
France,Sauvignon Blanc,87
France,Sauvignon Blanc,87
France,Malbec,90
France,Red Blend,90
France,Chardonnay,90
France,Melon,89
France,Bordeaux-style Red Blend,86
France,Chardonnay,86
France,Merlot,86
France,Bordeaux-style Red Blend,86
France,Bordeaux-style Red Blend,86
France,Pinot Noir,89
France,Chardonnay,89
France,Chardonnay,89
France,Syrah,88
France,Pinot Noir,88
France,Malbec,90
France,Pinot Noir,90
France,Malbec,90
France,Melon,90
France,Cabernet Franc,90
France,Chardonnay,90
France,Chardonnay,90
France,Pinot Noir,90
France,Champagne Blend,90
France,Chardonnay,90
France,Chardonnay,82
France,Bordeaux-style White Blend,95
France,Bordeaux-style Red Blend,95
France,Bordeaux-style White Blend,95
France,Champagne Blend,87
France,Bordeaux-style White Blend,87
France,Rosé,87
France,Bordeaux-style Red Blend,87
France,Bordeaux-style Red Blend,87
France,Malbec,90
France,Cabernet Franc,90
France,Melon,90
France,Chardonnay,86
France,Pinot Noir,86
France,Pinot Noir,88
France,Pinot Noir,88
France,Rhône-style Red Blend,88
France,Sauvignon Blanc,94
France,Bordeaux-style Red Blend,95
France,Bordeaux-style Red Blend,94
France,Bordeaux-style Red Blend,94
France,Bordeaux-style White Blend,94
France,Bordeaux-style White Blend,94
France,Bordeaux-style Red Blend,94
France,Bordeaux-style White Blend,94
France,Bordeaux-style Red Blend,94
France,Rosé,87
France,Bordeaux-style Red Blend,87
France,Bordeaux-style White Blend,87
France,Bordeaux-style Red Blend,87
France,Bordeaux-style White Blend,87
France,Bordeaux-style Red Blend,87
France,Rosé,87
France,Bordeaux-style White Blend,87
France,Champagne Blend,87
France,Rosé,87
France,Sauvignon Blanc,87
France,Rosé,87
France,Gamay,86
France,Gamay,86
France,Chardonnay,86
France,Rhône-style Red Blend,89
France,Gamay,89
France,Pinot Noir,89
France,Pinot Noir,89
France,Bordeaux-style White Blend,89
France,Bordeaux-style White Blend,89
France,Bordeaux-style White Blend,89
France,Bordeaux-style White Blend,87
France,Pinot Noir,97
France,Chardonnay,97
France,Pinot Noir,97
France,Pinot Noir,97
France,Pinot Noir,96
France,Chardonnay,96
France,Pinot Noir,96
France,Pinot Noir,96
France,Pinot Noir,95
France,Chardonnay,90
France,Chardonnay,90
France,Champagne Blend,90
France,Red Blend,90
France,White Blend,90
France,Champagne Blend,90
France,Bordeaux-style Red Blend,86
France,Chardonnay,86
France,Chardonnay,86
France,Bordeaux-style Red Blend,86
France,Chardonnay,86
France,Chardonnay,88
France,Pinot Noir,88
France,Chardonnay,88
France,Chardonnay,88
France,Chardonnay,88
France,Pinot Noir,88
France,Chardonnay,88
France,Bordeaux-style Red Blend,94
France,Bordeaux-style Red Blend,94
France,Bordeaux-style Red Blend,94
France,Bordeaux-style Red Blend,94
France,Bordeaux-style White Blend,94
France,Sauvignon Blanc,93
France,Rosé,87
France,Bordeaux-style White Blend,87
France,Chardonnay,95
France,Pinot Noir,95
France,Chardonnay,95
France,Pinot Noir,95
France,Chardonnay,95
France,Pinot Noir,95
France,Chardonnay,95
France,Chardonnay,94
France,Pinot Noir,94
France,Rhône-style Red Blend,89
France,Pinot Noir,89
France,Muscat,89
France,Chardonnay,88
France,Gamay,88
France,Bordeaux-style White Blend,90
France,Melon,90
France,Malbec-Merlot,90
France,Bordeaux-style Red Blend,90
France,Tannat-Cabernet Franc,90
France,Sauvignon Blanc,90
France,Chenin Blanc,90
France,Champagne Blend,90
France,Sauvignon Blanc,90
France,Chenin Blanc,90
France,Rosé,87
France,Bordeaux-style White Blend,87
France,Chardonnay,87
France,Champagne Blend,87
France,Bordeaux-style Red Blend,87
France,Pinot Noir,86
France,Bordeaux-style Red Blend,86
France,Chardonnay,88
France,Pinot Noir,88
France,Syrah,88
France,Rhône-style Red Blend,88
France,Sauvignon Blanc,93
France,Sauvignon Blanc,93
France,Bordeaux-style Red Blend,93
France,Bordeaux-style White Blend,93
France,Pinot Noir,85
France,Chardonnay,94
France,Chardonnay,94
France,Pinot Noir,94
France,Pinot Noir,94
France,Pinot Noir,94
France,Chardonnay,94
France,Pinot Noir,94
France,Pinot Noir,94
France,Pinot Noir,94
France,Champagne Blend,88
France,Pinot Noir,88
France,Viognier,88
France,Gewürztraminer,88
France,Bordeaux-style Red Blend,88
France,Pinot Noir,89
France,Petit Meslier,89
France,Rosé,87
France,Pinot Noir,87
France,Bordeaux-style White Blend,87
France,Bordeaux-style White Blend,87
France,Bordeaux-style Red Blend,86
France,Bordeaux-style White Blend,86
France,Malbec,85
France,Chardonnay,85
France,Bordeaux-style Red Blend,85
France,Rosé,85
France,Chardonnay,85
France,Chardonnay,85
France,Bordeaux-style Red Blend,85
France,Chardonnay,85
France,Bordeaux-style Red Blend,85
France,Chardonnay,88
France,Chardonnay,88
France,Pinot Noir,88
France,Chardonnay,88
France,Pinot Noir,88
France,Chardonnay,88
France,Pinot Noir,88
France,Sauvignon Blanc,93
France,Bordeaux-style White Blend,93
France,Bordeaux-style Red Blend,93
France,Bordeaux-style White Blend,93
France,Bordeaux-style Red Blend,93
France,Bordeaux-style Red Blend,93
France,Chardonnay,85
France,Pinot Noir,85
France,Pinot Noir,85
France,Pinot Noir,94
France,Pinot Noir,94
France,Chardonnay,94
France,Chardonnay,94
France,Pinot Noir,93
France,Pinot Noir,93
France,Pinot Noir,93
France,Chardonnay,93
France,Chardonnay,93
France,Riesling,88
France,Chardonnay,88
France,Chardonnay,88
France,Gamay,88
France,Malbec-Merlot,90
France,Malbec-Merlot,90
France,Sauvignon Blanc,90
France,Chardonnay,90
France,Bordeaux-style White Blend,87
France,Bordeaux-style Red Blend,87
France,Bordeaux-style Red Blend,87
France,Rosé,87
France,Rosé,87
France,Champagne Blend,87
France,Rosé,87
France,Champagne Blend,87
France,Sauvignon Blanc,85
France,Pinot Noir,85
France,Chardonnay,85
France,Bordeaux-style White Blend,85
France,Bordeaux-style Red Blend,85
France,Bordeaux-style Red Blend,85
France,Bordeaux-style Red Blend,85
France,Bordeaux-style Red Blend,85
France,Malbec,85
France,Pinot Noir,85
France,Chardonnay,90
France,Malbec-Merlot,90
France,Gros and Petit Manseng,90
France,Chardonnay,90
France,Chardonnay,90
France,Rhône-style Red Blend,92
France,Bordeaux-style Red Blend,92
France,Bordeaux-style Red Blend,92
France,Sauvignon Blanc,92
France,Chenin Blanc,92
France,Rhône-style Red Blend,92
France,Chardonnay,88
France,Chardonnay,88
France,Chardonnay,88
France,Chardonnay,88
France,Pinot Noir,88
France,Viognier,88
France,Chardonnay,88
France,Pinot Noir,88
France,Bordeaux-style Red Blend,92
France,Bordeaux-style Red Blend,92
France,Bordeaux-style White Blend,92
France,Bordeaux-style White Blend,92
France,Bordeaux-style Red Blend,92
France,Bordeaux-style White Blend,92
France,Pinot Noir,85
France,Gamay,85
France,Pinot Noir,93
France,Pinot Noir,93
France,Pinot Noir,93
France,Pinot Noir,93
France,Pinot Noir,93
France,Pinot Noir,93
France,Pinot Noir,93
France,Pinot Noir,93
France,Pinot Noir,93
France,Pinot Noir,93
France,Chardonnay,93
France,Pinot Noir,93
France,Pinot Noir,93
France,Pinot Noir,93
France,Chardonnay,93
France,Rhône-style Red Blend,88
France,Rhône-style Red Blend,88
France,Rosé,88
France,Pinot Auxerrois,88
France,Pinot Noir,88
France,Sparkling Blend,88
France,Chenin Blanc-Chardonnay,88
France,Red Blend,88
France,Pinot Noir,88
France,Rosé,87
France,Rosé,87
France,Rosé,86
France,Bordeaux-style Red Blend,86
France,Chardonnay,85
France,Red Blend,85
France,Rosé,85
France,Gamay,85
France,Bordeaux-style Red Blend,85
France,Bordeaux-style White Blend,85
France,Pinot Noir,85
France,Gamay,85
France,Chardonnay,85
France,Sauvignon Blanc,89
France,Sauvignon Blanc,89
France,Tannat-Cabernet,89
France,Champagne Blend,89
France,Rhône-style Red Blend,92
France,Cabernet Franc,92
France,Sauvignon Blanc,92
France,Viognier,88
France,Chardonnay,88
France,Chardonnay,88
France,Chardonnay,88
France,Pinot Noir,88
France,Bordeaux-style Red Blend,92
France,Bordeaux-style Red Blend,92
France,Bordeaux-style White Blend,92
France,Savagnin,92
France,Gamay,85
France,Chardonnay,85
France,Chardonnay,93
France,Chardonnay,93
France,Pinot Noir,93
France,Pinot Noir,93
France,Pinot Noir,93
France,Pinot Noir,93
France,Pinot Noir,93
France,Gamay,88
France,Rhône-style Red Blend,88
France,Rhône-style Red Blend,88
France,Gamay,88
France,Bordeaux-style Red Blend,88
France,Malbec,88
France,Riesling,88
France,Pinot Noir,88
France,Bordeaux-style Red Blend,86
France,Bordeaux-style White Blend,86
France,Rosé,86
France,Rosé,86
France,Bordeaux-style White Blend,86
France,Bordeaux-style Red Blend,86
France,Bordeaux-style White Blend,86
France,Bordeaux-style Red Blend,86
France,Sauvignon Blanc,86
France,Rosé,86
France,Bordeaux-style White Blend,89
France,Sauvignon Blanc,89
France,Gamay,85
France,Chardonnay,85
France,Bordeaux-style Red Blend,84
France,Bordeaux-style Red Blend,84
France,Pinot Noir,84
France,Bordeaux-style Red Blend,84
France,Sauvignon Blanc,84
France,Chardonnay,88
France,Chardonnay,88
France,Pinot Noir,88
France,Pinot Noir,88
France,Pinot Noir,88
France,Rosé,88
France,Pinot Noir,88
France,Pinot Noir,88
France,Rhône-style Red Blend,92
France,Syrah-Grenache,92
France,Bordeaux-style Red Blend,92
France,Bordeaux-style Red Blend,92
France,Pinot Noir,92
France,Pinot Noir,92
France,Pinot Noir,92
France,Pinot Noir,92
France,Chardonnay,92
France,Chardonnay,92
France,Chardonnay,92
France,Riesling,88
France,Red Blend,88
France,Malbec,88
France,Chardonnay,88
France,Pinot Noir,88
France,Sparkling Blend,88
France,Rhône-style Red Blend,88
France,Pinot Noir,88
France,Pinot Noir,88
France,Bordeaux-style White Blend,86
France,Sauvignon Blanc,86
France,Bordeaux-style White Blend,86
France,Bordeaux-style White Blend,86
France,Rosé,86
France,Rosé,86
France,Champagne Blend,86
France,Champagne Blend,89
France,Malbec,89
France,Red Blend,89
France,Malbec,89
France,Chardonnay,89
France,Malbec,84
France,Bordeaux-style Red Blend,84
France,Pinot Noir,84
France,Pinot Noir,84
France,Bordeaux-style Red Blend,84
France,Bordeaux-style Red Blend,84
France,Chardonnay,88
France,Pinot Noir,88
France,Pinot Noir,88
France,Pinot Noir,88
France,Pinot Noir,88
France,Rhône-style White Blend,92
France,Sauvignon Blanc,92
France,Pinot Noir,92
France,Syrah,92
France,Bordeaux-style Red Blend,91
France,Bordeaux-style Red Blend,91
France,Chardonnay,91
France,Bordeaux-style Red Blend,91
France,Bordeaux-style White Blend,91
France,Bordeaux-style Red Blend,91
France,Bordeaux-style Red Blend,91
France,Bordeaux-style White Blend,91
France,Bordeaux-style Red Blend,91
France,Bordeaux-style Red Blend,91
France,Bordeaux-style White Blend,91
France,Chardonnay,92
France,Chardonnay,92
France,Pinot Noir,92
France,Chardonnay,92
France,Chardonnay,92
France,Chardonnay,92
France,Chardonnay,92
France,Pinot Noir,92
France,White Blend,88
